Run #, fc, fy, E, 1-PFA-1-1, 1-RMSA-1-1, 1-PFD-1-1, 1-PID-1-1
919, 6.13926, 53.4269, 34775.7, 12.4667, 0.133454, 0.0325621, 0.000226126
920, 6.85898, 59.8347, 35038.9, 12.3415, 0.130774, 0.031576, 0.000219273
921, 5.69322, 67.5551, 25312.5, 12.2431, 0.130251, 0.0343663, 0.000238655
922, 6.51101, 45.7074, 30322.2, 12.2714, 0.130439, 0.0325806, 0.000226256
923, 5.70622, 51.3767, 34094.7, 12.3512, 0.131877, 0.0332447, 0.000230865
924, 5.16361, 60.8042, 29788, 12.5536, 0.135037, 0.0345805, 0.000240144
925, 6.23085, 69.7045, 31695.8, 12.2595, 0.12997, 0.0328021, 0.000227792
926, 5.45485, 66.3717, 26985.8, 11.9178, 0.12571, 0.0345067, 0.00023963
927, 4.40532, 64.6536, 32293.3, 12.2082, 0.129979, 0.0354158, 0.000245944
928, 5.63542, 47.0482, 34473.6, 12.3001, 0.130907, 0.0332986, 0.000231236
929, 6.75905, 68.6245, 27186.1, 12.2633, 0.129991, 0.032613, 0.000226475
930, 5.55167, 60.4518, 28402.6, 11.6499, 0.121509, 0.0341796, 0.000237359
931, 5.73299, 65.8499, 33469, 12.2191, 0.129907, 0.0332834, 0.000231134
932, 5.34035, 64.5131, 34279.2, 12.5442, 0.134625, 0.0337451, 0.000234341
933, 5.0852, 52.932, 27933.3, 12.2601, 0.130814, 0.0349442, 0.00024267
934, 6.36583, 66.3859, 29987.7, 12.4339, 0.132806, 0.0328198, 0.000227915
935, 5.6813, 53.9925, 30688.9, 12.3406, 0.131425, 0.033701, 0.000234035
936, 5.68759, 62.4648, 29291, 11.6726, 0.121772, 0.0338673, 0.000235189
937, 5.47965, 48.5952, 29073.2, 12.2491, 0.13039, 0.0342002, 0.000237507
938, 6.02663, 56.8116, 30258.5, 12.1724, 0.129441, 0.0332608, 0.000230978
939, 5.8133, 54.2182, 28662.4, 12.4623, 0.132597, 0.0337636, 0.00023447
940, 6.20581, 54.1492, 30107.5, 12.0754, 0.127887, 0.0330275, 0.000229358
941, 5.45104, 54.8094, 29760, 12.3991, 0.132936, 0.0341548, 0.000237187
942, 4.68738, 52.8701, 30695.3, 12.2598, 0.130892, 0.0351908, 0.000244373
943, 6.31392, 61.9165, 33913.5, 12.157, 0.127874, 0.0324262, 0.000225181
944, 5.59632, 58.792, 24363.6, 12.1182, 0.127632, 0.0346352, 0.000240523
945, 5.20617, 54.2851, 29581.8, 12.5456, 0.135471, 0.0345433, 0.000239885
946, 7.29311, 47.7478, 26527.6, 12.1929, 0.12892, 0.0319714, 0.000222018
947, 7.30463, 60.9716, 30333.5, 12.2118, 0.128691, 0.0315267, 0.000218936
948, 5.37695, 70.6457, 26601.2, 12.1476, 0.128705, 0.0346746, 0.000240794
949, 6.00569, 55.8591, 29285.9, 11.7298, 0.122139, 0.0334098, 0.000232013
950, 6.14919, 59.1008, 31201.9, 12.419, 0.133827, 0.0329744, 0.000228989
951, 6.51367, 64.8173, 29531.5, 12.0331, 0.126357, 0.0326707, 0.00022688
952, 5.91836, 56.9206, 36714.6, 12.386, 0.131839, 0.0326348, 0.000226631
953, 6.71008, 54.6486, 32365.5, 12.2834, 0.130388, 0.0320747, 0.000222741
954, 5.87049, 54.5149, 30205, 12.0711, 0.127554, 0.0334893, 0.000232565
955, 5.81502, 66.5293, 32603.2, 12.3244, 0.131134, 0.0332733, 0.000231064
956, 6.53167, 63.0006, 28469, 11.7639, 0.122358, 0.0327724, 0.000227585
957, 6.16082, 58.6416, 33320.3, 12.3937, 0.131194, 0.0327049, 0.000227117
958, 6.79662, 57.2505, 28153.7, 12.3169, 0.131085, 0.0324477, 0.000225332
959, 5.97565, 61.3899, 27116.4, 12.2587, 0.13062, 0.0337223, 0.000234182
960, 5.64628, 56.5221, 32766.4, 12.5508, 0.134297, 0.033493, 0.000232591
961, 5.73878, 51.5026, 35103.5, 12.3502, 0.131762, 0.0330762, 0.000229696
962, 6.63423, 75.8828, 34919.9, 12.334, 0.130579, 0.031883, 0.000221414
963, 5.97177, 61.0122, 32806.3, 11.9556, 0.124863, 0.0330283, 0.000229363
964, 6.77526, 59.2451, 29475.7, 12.2907, 0.130436, 0.032322, 0.00022446
965, 6.21135, 53.0924, 33384.6, 12.4193, 0.133226, 0.0326281, 0.000226583
966, 5.33682, 60.4236, 25834.4, 12.2629, 0.130653, 0.0348365, 0.000241921
967, 6.83573, 63.6237, 25734.3, 12.2755, 0.13014, 0.03268, 0.000226939
968, 5.04734, 55.693, 31597.1, 12.4371, 0.133597, 0.0345201, 0.000239722
969, 6.15491, 54.9097, 33062, 12.5083, 0.13416, 0.0327438, 0.000227387
970, 5.54662, 65.6566, 27402.6, 12.051, 0.127602, 0.0343155, 0.000238302
971, 5.35595, 49.5956, 33631, 12.2883, 0.130858, 0.0338037, 0.000234746
972, 6.50185, 68.1436, 35297.5, 12.3528, 0.130979, 0.0320142, 0.000222323
973, 5.70105, 52.2494, 36152.3, 12.3599, 0.131693, 0.0330022, 0.000229184
974, 5.43323, 60.7892, 28065.2, 11.9025, 0.125326, 0.0343992, 0.000238884
975, 5.19211, 58.9843, 24593.7, 12.2582, 0.130785, 0.0352252, 0.000244622
976, 7.10054, 58.9486, 21083.5, 12.2516, 0.130062, 0.0328696, 0.000228266
977, 6.10818, 58.8485, 31032.2, 12.3553, 0.132683, 0.0330521, 0.000229529
978, 6.26612, 59.6691, 34175.9, 12.2457, 0.128838, 0.0324602, 0.000225417
979, 7.06381, 58.8088, 31038.7, 12.2442, 0.129391, 0.0317601, 0.000220557
980, 5.56661, 62.0798, 28614.5, 11.8182, 0.124334, 0.0341305, 0.000237017
981, 7.14197, 51.2796, 33464.3, 12.2164, 0.129021, 0.0313863, 0.000217966
982, 5.82416, 44.2415, 32152.7, 12.2618, 0.130337, 0.0333157, 0.00023136
983, 6.85074, 64.4284, 28646.7, 12.2591, 0.129957, 0.0323171, 0.000224423
984, 5.60011, 68.0487, 28958.2, 12.3244, 0.130825, 0.0340374, 0.000236371
985, 4.67114, 59.3319, 34671.3, 12.1833, 0.1294, 0.0346874, 0.000240887
986, 6.496, 78.5996, 31183.3, 12.2803, 0.129969, 0.0324996, 0.000225692
987, 5.27548, 61.5914, 27748.1, 12.1583, 0.129072, 0.0346781, 0.000240821
988, 5.93969, 59.0098, 30906.1, 12.0529, 0.127597, 0.0333046, 0.000231281
989, 5.07914, 60.5575, 32934.9, 12.3778, 0.132205, 0.0342994, 0.00023819
990, 5.98073, 60.4926, 25158.3, 12.3368, 0.131388, 0.0339611, 0.000235841
991, 6.83362, 55.7878, 30081.9, 12.3562, 0.131634, 0.0321735, 0.000223428
992, 5.06144, 67.1096, 31566.4, 12.4161, 0.131577, 0.0345029, 0.000239604
993, 6.80351, 58.5362, 28885.9, 12.3686, 0.131898, 0.0323528, 0.000224673
994, 5.89572, 48.93, 25371.7, 12.2435, 0.130306, 0.0340586, 0.000236516
995, 6.82817, 60.1753, 29901.4, 12.2835, 0.130207, 0.0322016, 0.000223623
996, 6.24668, 63.4521, 31530, 12.8146, 0.138249, 0.0328, 0.000227778
997, 5.30672, 67.0134, 27133.3, 11.9725, 0.126385, 0.0347113, 0.00024105
998, 6.20123, 53.464, 28679.7, 12.0499, 0.126598, 0.0332072, 0.000230606
999, 5.43664, 65.9048, 26829.6, 11.9057, 0.125557, 0.0345545, 0.000239962
1000, 5.36103, 52.8247, 33747.7, 12.3174, 0.131246, 0.0337817, 0.000234595
