Run #, bx, kx, w, fx, ky, fy, 1-PFA-1-1, 1-RMSA-1-1, 1-PFD-1-1, 1-PID-1-1, 1-PFA-2-1, 1-RMSA-2-1, 1-PFD-2-1, 1-PID-2-1, 1-PFA-3-1, 1-RMSA-3-1, 1-PFD-3-1, 1-PID-3-1, 1-PFA-4-1, 1-RMSA-4-1, 1-PFD-4-1, 1-PID-4-1, 1-PFA-5-1, 1-RMSA-5-1, 1-PFD-5-1, 1-PID-5-1, 1-PFA-6-1, 1-RMSA-6-1, 1-PFD-6-1, 1-PID-6-1, 1-PFA-7-1, 1-RMSA-7-1, 1-PFD-7-1, 1-PID-7-1, 1-PFA-8-1, 1-RMSA-8-1, 1-PFD-8-1, 1-PID-8-1, 1-PFA-9-1, 1-RMSA-9-1, 1-PFD-9-1, 1-PID-9-1
369, 0.225506, 136.454, 900.035, 8.15215, 107.032, 14.2544, 3.14093, 0.0732492, 0.0926727, 0.00064356, 0.18704, 0.0739862, 0.0991869, 6.55964e-05, 0.204037, 0.0797697, 0.103108, 5.43534e-05, 0.187196, 0.07297, 0.108226, 5.08748e-05, 0.187278, 0.0624508, 0.113635, 5.39906e-05, 0.163525, 0.0509055, 0.118292, 6.18631e-05, 0.151567, 0.0523002, 0.121401, 5.83271e-05, 0.181719, 0.0678573, 0.123387, 4.78842e-05, 0.239356, 0.0877567, 0.125917, 2.83677e-05
370, 0.144399, 77.7814, 905.127, 8.46725, 103.368, 13.8633, 2.81469, 0.179739, 0.255858, 0.00177679, 0.58762, 0.207042, 0.269275, 0.000312977, 0.522381, 0.204533, 0.277727, 0.000253718, 0.480579, 0.177127, 0.301455, 0.000177326, 0.501933, 0.150761, 0.311224, 0.000221957, 0.374276, 0.12516, 0.315887, 0.00025528, 0.329229, 0.131093, 0.327894, 0.00025797, 0.4558, 0.171708, 0.356363, 0.000199966, 0.545077, 0.226482, 0.372135, 0.000113758
371, 0.256776, 93.5093, 995.013, 4.54048, 111.703, 17.9974, 2.52893, 0.238725, 0.422854, 0.00293649, 0.689421, 0.253704, 0.478364, 0.000435055, 0.642847, 0.253018, 0.513523, 0.000302063, 0.558465, 0.212872, 0.534868, 0.000283562, 0.533201, 0.17692, 0.5432, 0.000297479, 0.374493, 0.145761, 0.537451, 0.000303273, 0.441286, 0.178022, 0.537931, 0.000290132, 0.625097, 0.225122, 0.557616, 0.000238495, 0.702695, 0.28032, 0.567996, 0.000134111
372, 0.159405, 123.344, 1011.68, 4.87591, 89.8691, 15.576, 2.39767, 0.25409, 0.466837, 0.00324193, 0.657795, 0.209549, 0.500277, 0.000289372, 0.641701, 0.20584, 0.536058, 0.00029715, 0.733888, 0.19841, 0.569277, 0.000271824, 0.596239, 0.201556, 0.589226, 0.000253041, 0.579847, 0.189659, 0.603102, 0.000231388, 0.504069, 0.195077, 0.617841, 0.000234494, 0.568841, 0.200418, 0.632505, 0.000216059, 0.892908, 0.265569, 0.643524, 0.000131939
373, 0.233611, 74.7677, 1034.74, 9.9695, 113.479, 11.3806, 2.67742, 0.059176, 0.155359, 0.00107888, 0.190857, 0.054864, 0.182895, 0.000206749, 0.175685, 0.0571733, 0.207818, 0.000203154, 0.189079, 0.0593459, 0.227914, 0.000187707, 0.214319, 0.0600592, 0.251081, 0.000179353, 0.197464, 0.0622777, 0.274546, 0.000165314, 0.186493, 0.0621725, 0.2934, 0.000140628, 0.21826, 0.0654325, 0.307921, 0.000106784, 0.240525, 0.0759344, 0.315437, 6.01992e-05
374, 0.214816, 68.4179, 1074.04, 9.57624, 151.734, 9.34549, 2.5907, 0.0780454, 0.206406, 0.00143338, 0.244666, 0.0830536, 0.239829, 0.000266959, 0.193444, 0.0686632, 0.269814, 0.000245693, 0.199514, 0.0619484, 0.298543, 0.000209913, 0.23755, 0.0816096, 0.322179, 0.000186812, 0.215326, 0.0880675, 0.338722, 0.000170974, 0.203649, 0.0697768, 0.357409, 0.000138914, 0.202347, 0.070511, 0.372618, 0.000117851, 0.247774, 0.0934451, 0.381743, 7.03464e-05
375, 0.323804, 135.228, 988.647, 9.10845, 82.4613, 12.8971, 2.7941, 0.042693, 0.072936, 0.0005065, 0.144319, 0.0252233, 0.0808555, 6.59455e-05, 0.132725, 0.0279634, 0.0891091, 5.97456e-05, 0.124478, 0.0299859, 0.0961053, 5.97772e-05, 0.118008, 0.0308464, 0.103088, 5.35866e-05, 0.112782, 0.0327987, 0.108948, 4.88319e-05, 0.122207, 0.0338945, 0.114202, 3.97126e-05, 0.115439, 0.0367981, 0.117873, 3.51362e-05, 0.182082, 0.0394631, 0.120177, 2.40395e-05
376, 0.184788, 86.1224, 980.664, 9.05535, 95.2007, 14.2851, 2.81895, 0.058885, 0.139671, 0.000969941, 0.197518, 0.0530886, 0.153917, 0.0001463, 0.174488, 0.0518059, 0.16562, 0.000135193, 0.169404, 0.0506656, 0.177996, 0.000130472, 0.149038, 0.0519181, 0.189237, 0.000114717, 0.169604, 0.0535741, 0.19855, 0.000102752, 0.154609, 0.0508296, 0.204805, 8.43089e-05, 0.152665, 0.0522555, 0.211041, 6.88945e-05, 0.229198, 0.0645596, 0.216862, 4.71992e-05
377, 0.189845, 50.2086, 1055.01, 9.8245, 100.484, 12.8308, 2.37375, 0.176263, 0.365599, 0.00253888, 0.436451, 0.153701, 0.432546, 0.000538976, 0.392669, 0.153732, 0.488109, 0.000488284, 0.440919, 0.173, 0.536718, 0.000443439, 0.450985, 0.160949, 0.573299, 0.000399604, 0.430128, 0.164411, 0.592221, 0.000373381, 0.501749, 0.185349, 0.599703, 0.000394328, 0.478066, 0.150562, 0.598662, 0.000313426, 0.565328, 0.202773, 0.614092, 0.000214065
378, 0.216312, 88.7019, 1026.83, 8.76898, 100.985, 15.231, 2.68808, 0.0871142, 0.150388, 0.00104436, 0.218106, 0.0814909, 0.165817, 0.000142533, 0.202565, 0.0776211, 0.176388, 0.000131522, 0.210351, 0.0729829, 0.182587, 0.000127575, 0.213339, 0.0744336, 0.18618, 0.000116995, 0.209574, 0.0769918, 0.194975, 0.000101453, 0.198661, 0.0720417, 0.198244, 8.56313e-05, 0.162029, 0.0645366, 0.201108, 7.30532e-05, 0.289821, 0.0940572, 0.206044, 6.04073e-05
379, 0.112948, 101.842, 908.591, 8.83744, 118.05, 10.6967, 3.05564, 0.0576787, 0.109386, 0.000759623, 0.173717, 0.0452112, 0.120028, 9.63922e-05, 0.178736, 0.0427903, 0.131051, 8.81866e-05, 0.176943, 0.0422973, 0.140605, 8.5656e-05, 0.167736, 0.0462161, 0.148485, 7.78365e-05, 0.187397, 0.0488314, 0.154639, 6.81324e-05, 0.182571, 0.0454394, 0.158843, 5.69132e-05, 0.138794, 0.0452789, 0.161756, 5.15703e-05, 0.218953, 0.056467, 0.164055, 3.53175e-05
380, 0.266364, 84.3657, 1009.5, 8.33759, 186.236, 15.3674, 2.5021, 0.1408, 0.190304, 0.00132155, 0.421069, 0.16552, 0.209551, 0.000213409, 0.4414, 0.167411, 0.216863, 0.000180024, 0.420967, 0.151635, 0.212174, 0.000147863, 0.359674, 0.120853, 0.216339, 0.000174955, 0.254458, 0.100518, 0.22444, 0.000187277, 0.296304, 0.105683, 0.243989, 0.000191585, 0.394069, 0.135876, 0.266033, 0.000168851, 0.43601, 0.181653, 0.278069, 9.35617e-05
381, 0.150122, 102.109, 1054.29, 6.04135, 105.528, 17.2143, 2.89348, 0.285717, 0.487148, 0.00338297, 0.737974, 0.302109, 0.547659, 0.000441651, 0.736543, 0.28702, 0.594113, 0.000355547, 0.65117, 0.239929, 0.629041, 0.000312571, 0.756573, 0.221128, 0.650755, 0.000314068, 0.494247, 0.191186, 0.659238, 0.000344424, 0.700761, 0.222016, 0.669659, 0.000351466, 0.766228, 0.270783, 0.673254, 0.000284111, 1.02182, 0.335915, 0.693396, 0.000189413
382, 0.202655, 120.545, 1068.99, 7.66889, 87.4602, 12.5499, 2.5816, 0.088775, 0.125208, 0.000869502, 0.256609, 0.0773391, 0.127681, 0.000103358, 0.224603, 0.0804803, 0.134364, 9.42855e-05, 0.235167, 0.0749021, 0.142499, 0.000100657, 0.247522, 0.0766834, 0.153119, 8.01387e-05, 0.205981, 0.0712722, 0.158063, 8.50288e-05, 0.216102, 0.0717136, 0.160819, 7.78235e-05, 0.199754, 0.0700636, 0.168023, 6.86538e-05, 0.253353, 0.0974339, 0.173586, 4.02699e-05
383, 0.182894, 79.8393, 1034.1, 5.97848, 93.1269, 15.2252, 2.8985, 0.245222, 0.507694, 0.00352565, 0.496546, 0.207874, 0.573405, 0.000508293, 0.616667, 0.214741, 0.632942, 0.000507281, 0.629885, 0.234049, 0.688908, 0.000471719, 0.594272, 0.208235, 0.744693, 0.000434938, 0.567825, 0.220461, 0.798962, 0.000412605, 0.614011, 0.238714, 0.850668, 0.000360542, 0.586224, 0.212682, 0.890197, 0.000278627, 0.684139, 0.281258, 0.912672, 0.000159399
384, 0.240574, 88.6478, 950.405, 8.1031, 114.585, 13.9092, 2.86903, 0.153678, 0.176188, 0.00122353, 0.409615, 0.1651, 0.187192, 0.000170472, 0.413514, 0.127805, 0.190007, 0.000142419, 0.301187, 0.109324, 0.198042, 0.000153482, 0.403109, 0.144183, 0.207152, 0.000136644, 0.396129, 0.14547, 0.214221, 0.00010416, 0.312281, 0.105135, 0.218154, 0.000141846, 0.315472, 0.107835, 0.231507, 0.000137794, 0.499964, 0.173017, 0.241269, 9.63817e-05
385, 0.145664, 66.2456, 914.233, 7.73872, 100.41, 14.9859, 3.15319, 0.214114, 0.447964, 0.00311086, 0.472407, 0.200098, 0.49153, 0.00042897, 0.600257, 0.206559, 0.526637, 0.000445375, 0.580025, 0.203017, 0.56599, 0.000435494, 0.684522, 0.204878, 0.616557, 0.000400918, 0.652786, 0.198682, 0.660334, 0.000367416, 0.543001, 0.208477, 0.703319, 0.000334729, 0.62334, 0.191314, 0.737584, 0.00028321, 0.885761, 0.25578, 0.763747, 0.000220222
386, 0.186113, 77.385, 960.499, 5.05254, 150.587, 14.6001, 2.79575, 0.235414, 0.604696, 0.00419928, 0.528413, 0.208056, 0.687686, 0.000859842, 0.488001, 0.212501, 0.753899, 0.000569297, 0.568558, 0.227446, 0.814371, 0.00052293, 0.56147, 0.228846, 0.861706, 0.000423094, 0.538449, 0.232919, 0.898073, 0.000385506, 0.485281, 0.231317, 0.937298, 0.000324196, 0.612009, 0.234339, 0.973363, 0.000268779, 0.696696, 0.276194, 0.993823, 0.000156934
387, 0.224224, 106.641, 917.038, 4.64209, 126.283, 14.9282, 2.78622, 0.204025, 0.335186, 0.00232768, 0.473706, 0.161779, 0.360584, 0.000237957, 0.474529, 0.166947, 0.381237, 0.000232599, 0.598047, 0.165831, 0.408332, 0.000238043, 0.5049, 0.164668, 0.433946, 0.000211631, 0.499896, 0.160381, 0.454687, 0.000186026, 0.45913, 0.165806, 0.469551, 0.000172498, 0.435067, 0.155115, 0.476477, 0.000153937, 0.647079, 0.212667, 0.478474, 0.000100351
388, 0.191611, 105.069, 1017.63, 9.45578, 83.0968, 14.5261, 2.73232, 0.0458583, 0.0926688, 0.000643533, 0.16162, 0.0340129, 0.104888, 0.000105459, 0.148656, 0.0376192, 0.116607, 9.93979e-05, 0.139878, 0.0397159, 0.128132, 9.45662e-05, 0.132106, 0.0411844, 0.137672, 8.43805e-05, 0.137132, 0.0433529, 0.146312, 7.77879e-05, 0.134236, 0.044919, 0.152691, 6.58578e-05, 0.143538, 0.0484707, 0.157688, 5.28739e-05, 0.203612, 0.0529267, 0.160147, 3.56431e-05
389, 0.221075, 113.167, 976.509, 8.44403, 98.0124, 12.9446, 2.87368, 0.0641001, 0.103699, 0.000720133, 0.158858, 0.0533395, 0.112778, 8.50988e-05, 0.183051, 0.0512967, 0.122231, 7.77163e-05, 0.185621, 0.0521327, 0.130872, 7.48964e-05, 0.159709, 0.0511281, 0.138176, 6.77876e-05, 0.177732, 0.0518691, 0.143914, 6.06137e-05, 0.15595, 0.0511213, 0.14758, 5.41377e-05, 0.132831, 0.0464347, 0.149489, 5.13451e-05, 0.236066, 0.0645641, 0.149952, 3.6776e-05
390, 0.257768, 76.7116, 961.369, 9.10479, 78.1379, 13.639, 2.9215, 0.0761634, 0.161801, 0.00112362, 0.195865, 0.0691663, 0.183467, 0.000176683, 0.189152, 0.0715505, 0.201199, 0.000167234, 0.202942, 0.0695528, 0.21612, 0.000156458, 0.187132, 0.0689071, 0.225102, 0.000148731, 0.199665, 0.0665463, 0.237415, 0.000130582, 0.173979, 0.066563, 0.253646, 0.000113708, 0.187538, 0.0682895, 0.265226, 8.11206e-05, 0.245327, 0.086243, 0.270883, 5.55855e-05
391, 0.167998, 80.776, 981.12, 8.17695, 88.2129, 13.4147, 2.47571, 0.172327, 0.276346, 0.00191907, 0.525323, 0.19973, 0.29573, 0.000276915, 0.436182, 0.210479, 0.3021, 0.000230905, 0.467829, 0.191323, 0.302698, 0.000198334, 0.484171, 0.140456, 0.319288, 0.000231484, 0.398637, 0.118807, 0.336333, 0.000280884, 0.420124, 0.130532, 0.371575, 0.000251855, 0.428952, 0.176415, 0.396305, 0.00020542, 0.568937, 0.225666, 0.412359, 0.000124427
392, 0.244984, 130.33, 1060.92, 7.97387, 113.067, 15.8609, 2.63916, 0.0650479, 0.098829, 0.000686313, 0.173196, 0.0564511, 0.10495, 7.11139e-05, 0.184031, 0.0560398, 0.112663, 6.5353e-05, 0.173026, 0.056285, 0.120103, 6.07622e-05, 0.160978, 0.0517953, 0.126145, 5.84392e-05, 0.152776, 0.0519484, 0.131224, 5.93212e-05, 0.157397, 0.0504524, 0.134709, 5.56925e-05, 0.149614, 0.0503617, 0.138459, 5.27348e-05, 0.242195, 0.0680165, 0.142657, 3.55109e-05
393, 0.199059, 94.5243, 997.338, 8.8853, 108.398, 13.8147, 2.7516, 0.0608281, 0.12085, 0.000839236, 0.172333, 0.0470123, 0.130278, 0.000124093, 0.188462, 0.0508475, 0.138159, 0.000113258, 0.157498, 0.0519817, 0.148068, 0.000111595, 0.149777, 0.0498312, 0.158003, 9.76694e-05, 0.168643, 0.049081, 0.165598, 8.87349e-05, 0.179868, 0.0516929, 0.171838, 7.27105e-05, 0.147179, 0.0498784, 0.176713, 6.04406e-05, 0.217039, 0.0617159, 0.178981, 4.14093e-05
394, 0.217615, 90.1854, 1028.21, 9.31346, 120.908, 13.4277, 2.69343, 0.0541094, 0.127596, 0.000886082, 0.173974, 0.0475162, 0.143397, 0.000139511, 0.160129, 0.0492378, 0.159309, 0.000131763, 0.150159, 0.0501397, 0.173185, 0.00012402, 0.142404, 0.0485815, 0.184684, 0.000108926, 0.147681, 0.0488537, 0.194492, 9.95977e-05, 0.143427, 0.0504272, 0.201998, 8.50678e-05, 0.163563, 0.0524012, 0.209213, 6.59811e-05, 0.21929, 0.0621891, 0.213632, 4.52155e-05
395, 0.149761, 99.6467, 1070.65, 5.41353, 107.165, 16.7508, 2.72471, 0.244854, 0.530198, 0.00368193, 0.690429, 0.23066, 0.613728, 0.00080727, 0.655733, 0.252031, 0.661229, 0.000377211, 0.677812, 0.226779, 0.698761, 0.000345072, 0.692774, 0.214565, 0.720991, 0.000351265, 0.541843, 0.194305, 0.734985, 0.000352544, 0.54583, 0.222469, 0.750231, 0.000302707, 0.653164, 0.246149, 0.772918, 0.00024266, 0.827366, 0.286451, 0.783797, 0.00015912
396, 0.203856, 61.6059, 982.493, 6.37934, 104.147, 15.7259, 2.53361, 0.282534, 0.681465, 0.0047324, 0.762653, 0.283062, 0.756532, 0.000983078, 0.655753, 0.25542, 0.858705, 0.000821101, 0.637891, 0.265899, 0.973619, 0.000954319, 0.713916, 0.294688, 1.0669, 0.000716325, 0.722126, 0.290437, 1.15322, 0.000620531, 0.954104, 0.26313, 1.21568, 0.0004497, 0.729414, 0.278557, 1.2392, 0.000354182, 0.964132, 0.341587, 1.25017, 0.000275198
397, 0.213539, 64.6305, 910.11, 8.63697, 111.501, 15.457, 2.96038, 0.102605, 0.240277, 0.00166859, 0.318094, 0.110994, 0.271317, 0.00023529, 0.306596, 0.117162, 0.297472, 0.000216986, 0.288678, 0.11486, 0.316235, 0.000202665, 0.302581, 0.101681, 0.330065, 0.000184084, 0.246532, 0.091004, 0.339704, 0.000161773, 0.266303, 0.0880489, 0.342977, 0.000177109, 0.315839, 0.102538, 0.344757, 0.000151027, 0.35288, 0.131689, 0.350431, 8.97514e-05
398, 0.224834, 110.009, 1050.91, 5.72226, 89.688, 15.1213, 2.80459, 0.216964, 0.29033, 0.00201618, 0.494516, 0.203759, 0.31772, 0.00021691, 0.412638, 0.153283, 0.333463, 0.000216194, 0.469282, 0.158618, 0.340277, 0.000215916, 0.48381, 0.18338, 0.354274, 0.000201103, 0.481649, 0.177965, 0.363413, 0.000161614, 0.456849, 0.143641, 0.363185, 0.000175624, 0.461194, 0.156808, 0.374726, 0.000151335, 0.564571, 0.228987, 0.382568, 9.64929e-05
399, 0.178102, 122.564, 970.014, 9.15953, 104.979, 15.452, 2.84878, 0.0445273, 0.0834656, 0.000579622, 0.152962, 0.0264742, 0.0923803, 7.6462e-05, 0.140745, 0.0293598, 0.101349, 6.87957e-05, 0.131942, 0.031753, 0.109616, 6.87546e-05, 0.125132, 0.0325032, 0.117254, 6.18796e-05, 0.11955, 0.034755, 0.124054, 5.4987e-05, 0.128841, 0.0359978, 0.129461, 4.42375e-05, 0.122275, 0.0385655, 0.133347, 4.03111e-05, 0.192849, 0.0410262, 0.135448, 2.75864e-05
400, 0.218591, 97.2212, 946.348, 6.76251, 94.3782, 14.1093, 2.8468, 0.149202, 0.217893, 0.00151314, 0.350653, 0.142288, 0.232909, 0.0002175, 0.365399, 0.129214, 0.256732, 0.000180861, 0.384496, 0.128397, 0.273635, 0.000146059, 0.374683, 0.124591, 0.28376, 0.000159818, 0.344346, 0.122252, 0.287764, 0.0001798, 0.32189, 0.113166, 0.299835, 0.000155918, 0.39094, 0.126919, 0.314019, 0.000126254, 0.453969, 0.168778, 0.322212, 7.90293e-05
401, 0.249464, 143.164, 1027.81, 8.01633, 96.4781, 13.5668, 2.63182, 0.0645589, 0.0856294, 0.000594649, 0.154721, 0.0602314, 0.0931239, 6.61699e-05, 0.189454, 0.0605646, 0.0996656, 5.66782e-05, 0.140603, 0.0564104, 0.106216, 5.2027e-05, 0.165611, 0.0575875, 0.111543, 5.36724e-05, 0.154837, 0.0533393, 0.116218, 5.34945e-05, 0.147307, 0.0460664, 0.119381, 4.95802e-05, 0.155513, 0.0517279, 0.122233, 4.0523e-05, 0.222437, 0.0721524, 0.12561, 2.87537e-05
402, 0.218271, 107.86, 946.942, 5.16169, 99.1139, 12.4823, 2.72301, 0.211797, 0.317955, 0.00220802, 0.49909, 0.168026, 0.343189, 0.000231392, 0.434422, 0.164459, 0.363235, 0.000234208, 0.597783, 0.178652, 0.388982, 0.000227091, 0.446618, 0.155265, 0.40533, 0.000205494, 0.539503, 0.166558, 0.415168, 0.000184463, 0.437314, 0.167692, 0.429355, 0.000171357, 0.422489, 0.154797, 0.436742, 0.000160014, 0.669756, 0.218435, 0.439889, 0.000106101
403, 0.173318, 126.249, 1068.09, 8.21541, 117.356, 13.9673, 2.52922, 0.0658229, 0.104531, 0.00072591, 0.1623, 0.0555532, 0.110804, 7.48615e-05, 0.170943, 0.0561368, 0.116882, 6.97726e-05, 0.153153, 0.0557757, 0.124546, 6.3936e-05, 0.185131, 0.0548491, 0.130541, 6.44167e-05, 0.16186, 0.052874, 0.135511, 5.92378e-05, 0.165214, 0.0535581, 0.138519, 5.89852e-05, 0.14695, 0.0495953, 0.141216, 5.37454e-05, 0.236684, 0.0688584, 0.14496, 3.60793e-05
404, 0.0975025, 78.4442, 923.728, 8.9798, 90.1297, 14.6747, 3.00527, 0.0843653, 0.171655, 0.00119205, 0.241975, 0.0759312, 0.188234, 0.000164061, 0.231969, 0.0750595, 0.201425, 0.000150808, 0.226302, 0.0755441, 0.210251, 0.000145611, 0.222066, 0.0701097, 0.215508, 0.000133266, 0.194355, 0.071535, 0.223696, 0.000115333, 0.211043, 0.0728096, 0.227739, 9.52875e-05, 0.166567, 0.0648595, 0.232911, 7.6948e-05, 0.267877, 0.0903403, 0.237712, 5.69323e-05
405, 0.220557, 85.3205, 971.507, 7.57401, 102.266, 14.7329, 2.85779, 0.193371, 0.25184, 0.00174889, 0.592606, 0.22608, 0.27411, 0.000317531, 0.519239, 0.228662, 0.310604, 0.000278472, 0.495493, 0.193468, 0.338375, 0.000199079, 0.510992, 0.157969, 0.352456, 0.000209934, 0.391356, 0.124081, 0.358904, 0.000260881, 0.34584, 0.14337, 0.359759, 0.000252494, 0.462708, 0.196551, 0.385623, 0.000192904, 0.537721, 0.246527, 0.400572, 0.00011015
406, 0.169971, 109.776, 1049.85, 9.43537, 81.659, 14.0531, 2.65236, 0.0440775, 0.0889342, 0.000617599, 0.155673, 0.0320766, 0.10037, 0.000100194, 0.143167, 0.0356642, 0.11163, 9.34399e-05, 0.134265, 0.0377251, 0.122517, 8.96923e-05, 0.127305, 0.0390911, 0.131644, 7.89299e-05, 0.131467, 0.0412376, 0.139875, 7.32264e-05, 0.129502, 0.0427649, 0.146002, 6.16329e-05, 0.13664, 0.0462518, 0.150777, 4.95235e-05, 0.196167, 0.0502192, 0.153169, 3.3904e-05
407, 0.235194, 120.403, 1091.85, 3.94241, 115.891, 14.6455, 1.95892, 0.205299, 0.328965, 0.00228448, 0.486087, 0.168323, 0.348911, 0.000279428, 0.419099, 0.152324, 0.376942, 0.000216267, 0.512249, 0.171361, 0.400562, 0.000220507, 0.418423, 0.152181, 0.417672, 0.000190922, 0.443355, 0.1622, 0.432901, 0.000189753, 0.447069, 0.161009, 0.44737, 0.000176669, 0.398347, 0.143422, 0.456847, 0.000157448, 0.663173, 0.208433, 0.46189, 0.000108428
408, 0.226773, 82.0748, 963.341, 9.80298, 91.9276, 13.8515, 2.86864, 0.0567418, 0.130129, 0.000903676, 0.188286, 0.0473613, 0.150461, 0.000155667, 0.17317, 0.0498527, 0.169835, 0.000155301, 0.176111, 0.0533462, 0.186708, 0.000139891, 0.167027, 0.0540662, 0.203324, 0.000131611, 0.165196, 0.0563197, 0.218466, 0.000119322, 0.178283, 0.0592251, 0.229314, 0.000101961, 0.189187, 0.0600678, 0.236575, 8.16809e-05, 0.236991, 0.0689027, 0.2411, 5.02907e-05
409, 0.181829, 86.4033, 915.599, 9.69486, 109.452, 16.9873, 3.0116, 0.0545102, 0.115451, 0.000801741, 0.188266, 0.045033, 0.132762, 0.00013581, 0.173177, 0.0483335, 0.147956, 0.000137357, 0.173403, 0.0504163, 0.161881, 0.000124625, 0.162344, 0.0518897, 0.17517, 0.000117567, 0.164676, 0.0536401, 0.186876, 0.000106194, 0.174735, 0.0556228, 0.196377, 9.11966e-05, 0.187454, 0.0591393, 0.204268, 7.41441e-05, 0.237217, 0.0666521, 0.209174, 4.5447e-05
410, 0.232521, 162.456, 924.867, 9.7093, 101.366, 12.2017, 2.99465, 0.0451278, 0.0567309, 0.000393964, 0.135903, 0.0275501, 0.0625276, 4.83825e-05, 0.125016, 0.0293022, 0.06901, 4.55359e-05, 0.121645, 0.0302726, 0.0745807, 4.41321e-05, 0.111106, 0.0311243, 0.0802351, 4.1052e-05, 0.120865, 0.03197, 0.0850406, 3.91492e-05, 0.120891, 0.03312, 0.0894935, 3.45331e-05, 0.135296, 0.0354377, 0.092753, 2.92973e-05, 0.171405, 0.0407274, 0.094732, 1.7631e-05
411, 0.251469, 168.022, 902.47, 6.45014, 113.996, 9.60853, 3.16502, 0.0950845, 0.0969074, 0.000672968, 0.208989, 0.0770217, 0.107676, 8.91182e-05, 0.227014, 0.0831896, 0.118631, 8.13967e-05, 0.235879, 0.0844994, 0.127726, 7.34991e-05, 0.232043, 0.0689834, 0.134619, 7.14751e-05, 0.223851, 0.0789648, 0.140678, 6.67032e-05, 0.238515, 0.0876265, 0.146351, 5.27789e-05, 0.206474, 0.0833245, 0.150638, 4.61906e-05, 0.323954, 0.108002, 0.153022, 3.13364e-05
412, 0.194784, 97.5779, 944.125, 3.98236, 105.08, 13.4528, 2.70993, 0.279951, 0.549426, 0.00381546, 0.980526, 0.309808, 0.662581, 0.000832803, 0.827858, 0.283592, 0.692564, 0.000363638, 0.60013, 0.243117, 0.71508, 0.000335427, 0.640114, 0.228615, 0.738127, 0.000325899, 0.598389, 0.20802, 0.755757, 0.00030234, 0.688139, 0.225545, 0.776219, 0.000295981, 0.677102, 0.273276, 0.79778, 0.000261318, 0.947135, 0.330932, 0.817132, 0.000165171
413, 0.231889, 98.2734, 965.299, 9.90598, 138.673, 12.6541, 2.86976, 0.0507779, 0.0983152, 0.000682744, 0.171883, 0.0407988, 0.112052, 0.000112927, 0.158155, 0.0434252, 0.124327, 0.000114413, 0.159939, 0.0449002, 0.136958, 0.000104295, 0.143909, 0.0467289, 0.147124, 9.87311e-05, 0.154732, 0.0482647, 0.156446, 8.97708e-05, 0.159273, 0.0496803, 0.163219, 7.76729e-05, 0.171747, 0.0526928, 0.16859, 6.35454e-05, 0.216865, 0.059904, 0.171167, 3.85199e-05
414, 0.0795547, 114.657, 1096.43, 3.89848, 102.182, 16.614, 1.80402, 0.322478, 0.85835, 0.00596076, 0.829119, 0.278603, 1.10419, 0.00246982, 0.781942, 0.25541, 1.22862, 0.00185998, 0.56107, 0.214727, 1.28631, 0.00137309, 0.599141, 0.221638, 1.3888, 0.000876702, 0.555598, 0.218682, 1.41359, 0.000394509, 0.545793, 0.225869, 1.42585, 0.000228694, 0.614348, 0.239732, 1.43284, 0.000186351, 0.661611, 0.253221, 1.4403, 0.000115035
415, 0.140686, 142.192, 981.476, 8.37639, 92.7179, 14.2198, 2.76922, 0.0551864, 0.0877394, 0.000609301, 0.146433, 0.0462535, 0.094173, 5.92035e-05, 0.135443, 0.0505513, 0.100606, 5.21247e-05, 0.134881, 0.0487518, 0.105774, 4.93902e-05, 0.126765, 0.0432001, 0.110734, 5.11946e-05, 0.147771, 0.038538, 0.114819, 5.48762e-05, 0.137665, 0.0400043, 0.117403, 4.70414e-05, 0.155732, 0.0438393, 0.118646, 3.45996e-05, 0.180549, 0.0570515, 0.120831, 2.24448e-05
416, 0.136429, 81.7269, 931.192, 5.59286, 96.6638, 13.5314, 2.62624, 0.30601, 0.72672, 0.00504667, 0.772376, 0.248334, 0.856511, 0.00115081, 0.751652, 0.271667, 0.93278, 0.000631166, 0.663219, 0.278093, 0.993035, 0.00048441, 0.632293, 0.256281, 1.03709, 0.000477906, 0.631392, 0.268115, 1.07296, 0.000446728, 0.654427, 0.27041, 1.09765, 0.000432035, 0.736397, 0.275611, 1.12581, 0.000315036, 0.873107, 0.329958, 1.14664, 0.000180363
417, 0.231633, 108.707, 1020.84, 8.84864, 102.979, 14.6979, 2.72872, 0.0487262, 0.0975987, 0.000677769, 0.15854, 0.0371005, 0.10837, 9.77876e-05, 0.167233, 0.0395757, 0.119694, 8.86522e-05, 0.141567, 0.0378137, 0.128657, 8.85969e-05, 0.132254, 0.040081, 0.13693, 7.84757e-05, 0.15472, 0.0404873, 0.143114, 7.12445e-05, 0.142884, 0.0400217, 0.148486, 5.88131e-05, 0.130612, 0.0429414, 0.152191, 4.95287e-05, 0.199731, 0.0495194, 0.15442, 3.3905e-05
